scientificName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,year,month,day,depth,depthAccuracy,basisOfRecord,issue,source
Steindachneria argentea,27.65,-93.758333,NA,1964,1,18,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,29.183333,-88.108333,NA,1962,8,7,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,27.75,-93.933333,NA,1964,1,18,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,23.333333,-97.266667,NA,1970,6,1,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,11.5,-60.766667,NA,1964,9,22,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,10.416667,-65.7,NA,1963,10,17,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,27.7,-94.433333,NA,1964,1,20,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,11.5,-60.766667,NA,1964,9,22,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,29.1,-88.45,NA,1964,3,31,0,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,19.958333,-71.083333,NA,1963,10,14,170,20,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;DEPTH_NON_NUMERIC,GBIF
Steindachneria argentea,27.65,-93.758333,NA,1964,1,18,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,28.883333,-89.55,NA,1953,10,24,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,9.216667,-80.716667,NA,1962,5,30,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,10.4,-75.833333,NA,1964,5,24,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,12.583333,-82.316667,NA,1962,5,23,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,14.4,-81.8,NA,1968,11,20,0,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,19.958333,-71.083333,NA,1963,10,14,170,20,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;DEPTH_NON_NUMERIC,GBIF
Steindachneria argentea,11.158333,-74.408333,NA,1964,5,16,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,11.046667,-75.166667,NA,1964,5,23,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,8.896667,-76.86,NA,1964,5,27,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,11.833333,-73.083333,NA,1964,5,31,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,11.158333,-74.475,NA,1964,5,17,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,12.383333,-82.483333,NA,1962,6,2,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,18.3,-67.308333,NA,1959,10,6,150,150,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;DEPTH_MIN_MAX_SWAPPED;DEPTH_NON_NUMERIC,GBIF
Steindachneria argentea,11.166667,-74.45,NA,1964,5,17,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,27.583333,-93.275,NA,1964,1,19,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,29.116667,-88.566667,NA,1962,6,14,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,11.15,-74.491667,NA,1964,5,16,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,11.55,-62.5,NA,1960,4,20,0,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,11.158333,-74.416667,NA,1964,5,19,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,29.153333,-88.163333,NA,1984,11,13,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,30.175,-80.122222,NA,1984,5,28,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,26.18,-96.325,NA,1983,8,23,0,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,27.116667,-96.2175,NA,1983,8,21,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,27.593333,-93.016667,NA,1983,8,10,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,27.038333,-96.258333,NA,1983,8,20,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,27.42,-95.941667,NA,1983,8,20,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,33.816667,-75.65,NA,1983,5,15,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,29.054444,-88.985278,NA,1983,7,1,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,29.2,-88.433333,NA,1960,5,28,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,11.608333,-62.775,NA,1964,9,24,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,11.5,-60.766667,NA,1964,9,22,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,28.933333,-89.15,NA,1953,10,25,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,27.85,-91.541667,NA,1951,11,11,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,12.416667,-82.475,NA,1967,2,6,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,29.066667,-88.516667,NA,1963,5,16,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,29.225,-88.2,NA,1958,6,26,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,18.5,-65.703333,NA,1987,8,15,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,18.516667,-65.681667,NA,1987,8,15,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,18.27,-67.375,NA,1987,8,6,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,17.833333,-62.55,NA,NA,NA,NA,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,11.15,-74.65,NA,1970,11,16,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,28.706667,-89.861944,NA,1994,8,11,87,5,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,29.318056,-88.883611,NA,1997,9,11,36,1,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,29.110278,-88.691944,NA,1997,7,11,101,9,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,22.683611,-97.401947,NA,1990,12,2,0,0,UNKNOWN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,GBIF
Steindachneria argentea,23.335556,-97.368332,NA,1990,12,2,0,0,UNKNOWN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,GBIF
Steindachneria argentea,25.668057,-96.900833,NA,1990,4,10,0,0,UNKNOWN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,GBIF
Steindachneria argentea,22.183889,-97.351669,NA,1989,9,4,0,0,UNKNOWN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,GBIF
Steindachneria argentea,23.035555,-97.402496,NA,1989,9,13,0,0,UNKNOWN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,GBIF
Steindachneria argentea,18.798334,-94.536667,NA,1999,3,12,0,0,UNKNOWN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,GBIF
Steindachneria argentea,7.666667,-54.083333,NA,NA,NA,NA,450,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID,GBIF
Steindachneria argentea,29.20000076,-88.09999847,NA,1956,6,22,439,NA,PreservedSpecimen,depth_exceeds_bath,OBIS
Steindachneria argentea,29.31805611,-88.88361359,NA,NA,NA,NA,36,NA,PreservedSpecimen,NA,OBIS
Steindachneria argentea,11.08766747,-75.25550079,NA,1998,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,28.79999924,-89.30000305,NA,1959,5,22,110,NA,PreservedSpecimen,NA,OBIS
Steindachneria argentea,10.53499985,-75.65139008,NA,2001,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,29.22500038,-88.19999695,NA,NA,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,10.17116642,-76.02532959,NA,1999,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,11.5,-73.93000031,NA,1996,NA,NA,NA,NA,Occurrence,no_depth,OBIS
Steindachneria argentea,12.4005003,-72.25016785,NA,1998,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,29.10000038,-88.59999847,NA,1962,6,14,229,NA,PreservedSpecimen,NA,OBIS
Steindachneria argentea,10.53499985,-75.65139008,NA,2001,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,11.75,-72.79000092,NA,1988,NA,NA,NA,NA,Occurrence,no_depth,OBIS
Steindachneria argentea,12.57166672,-71.83333588,NA,1998,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,29.24166679,-88.15833282,NA,1959,1,26,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,12.57166672,-71.83333588,NA,1998,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,11.4119997,-74.24183655,NA,1998,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,10.53833294,-75.65472412,NA,2001,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,12.57166672,-71.83333588,NA,1998,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,18.27000046,-67.375,NA,NA,NA,NA,530.7,NA,PreservedSpecimen,NA,OBIS
Steindachneria argentea,11.19999981,-74.5,NA,1996,NA,NA,NA,NA,Occurrence,no_depth,OBIS
Steindachneria argentea,28.5,-89.40000153,NA,1959,5,21,155,NA,PreservedSpecimen,NA,OBIS
Steindachneria argentea,18.5,-65.70333099,NA,NA,NA,NA,476.715,NA,PreservedSpecimen,NA,OBIS
Steindachneria argentea,12.4005003,-72.25016785,NA,1998,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,11.35000038,-73.48000336,NA,1997,NA,NA,NA,NA,Occurrence,no_depth,OBIS
Steindachneria argentea,11.43200016,-74.19483185,NA,1998,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,29.47258949,-87.16893005,336520,NA,NA,NA,450,NA,HumanObservation,depth_exceeds_bath,OBIS
Steindachneria argentea,10.21083333,-75.86783333,2749.834071,NA,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,10.21083355,-75.867836,NA,1995,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,9.888667107,-76.23316956,NA,1999,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,29.1397,-88.4197,NA,2001,11,19,275,NA,PreservedSpecimen,NA,OBIS
Steindachneria argentea,28.70666695,-89.86194611,NA,NA,NA,NA,87,NA,PreservedSpecimen,NA,OBIS
Steindachneria argentea,12.80000019,-70.40000153,NA,NA,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,29.24166679,-88.15833282,NA,1885,2,11,124,NA,PreservedSpecimen,NA,OBIS
Steindachneria argentea,11.75,-72.36000061,NA,1988,NA,NA,NA,NA,Occurrence,"no_depth,on_land",OBIS
Steindachneria argentea,29.11805534,-88.83472443,NA,NA,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,26.79913521,-84.71572113,201270,NA,NA,NA,450,NA,HumanObservation,depth_exceeds_bath,OBIS
Steindachneria argentea,12.56849957,-71.84249878,NA,1998,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,29.24166679,-88.15833282,NA,1959,1,26,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,23.64209747,-89.18030548,371780,NA,NA,NA,450,NA,HumanObservation,depth_exceeds_bath,OBIS
Steindachneria argentea,11.14999962,-74.65000153,NA,NA,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,11.43200016,-74.19483185,NA,1998,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,23.03691673,-82.92881775,262350,NA,NA,NA,450,NA,HumanObservation,depth_exceeds_bath,OBIS
Steindachneria argentea,29.11027718,-88.69194794,NA,NA,NA,NA,101,NA,PreservedSpecimen,NA,OBIS
Steindachneria argentea,19.24204636,-93.51048279,589010,NA,NA,NA,450,NA,HumanObservation,NA,OBIS
Steindachneria argentea,27.69209862,-91.75595093,219380,NA,NA,NA,450,NA,HumanObservation,NA,OBIS
Steindachneria argentea,26.96417236,-96.08229065,290830,NA,NA,NA,450,NA,HumanObservation,NA,OBIS
Steindachneria argentea,12.39766693,-72.26983643,NA,1998,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,10.53833294,-75.65472412,NA,2001,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,28.57221985,-89.86193848,NA,NA,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,27.85000038,-91.54166412,NA,NA,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,7.666666667,-54.08333333,NA,NA,NA,NA,450,NA,PreservedSpecimen,NA,OBIS
Steindachneria argentea,29.29999924,-87.69999695,NA,1969,6,22,433,NA,PreservedSpecimen,depth_exceeds_bath,OBIS
Steindachneria argentea,22.45035553,-97.31250763,304280,NA,NA,NA,450,NA,HumanObservation,NA,OBIS
Steindachneria argentea,10.1704998,-76.02983093,NA,1999,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,12.41666698,-82.47499847,NA,NA,NA,NA,194.895,NA,PreservedSpecimen,NA,OBIS
Steindachneria argentea,29.24166679,-88.15833282,NA,NA,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,11.38516712,-74.2009964,NA,1998,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS
Steindachneria argentea,28.51556015,-86.1027832,NA,NA,NA,NA,NA,NA,PreservedSpecimen,no_depth,OBIS